benchmark,width,rob,rs,lsq,ifq,cdb,alu,mul,div,alu_lat,mul_lat,div_lat,mem_lat,fwd,pht,btb,ras,cycles,committed,fetched,issued,ipc,c_alu,c_mul,c_div,c_load,c_store,c_branch,branches,mispredicts,mispred_rate,flushes,squashed,mov,stall_rob,stall_rs,stall_lsq,stall_front,hit_cap
saxpy,4,128,4,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1896,3587,3622,3590,1.89188,1027,512,0,1024,512,512,512,12,0.0234375,12,3,0,0,1753,0,13,0
saxpy,4,128,8,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1865,3587,3622,3590,1.92332,1027,512,0,1024,512,512,512,12,0.0234375,12,3,0,314,1226,0,15,0
saxpy,4,128,12,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1800,3587,3622,3590,1.99278,1027,512,0,1024,512,512,512,12,0.0234375,12,3,0,382,647,0,20,0
saxpy,4,128,16,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1737,3587,3622,3590,2.06505,1027,512,0,1024,512,512,512,12,0.0234375,12,3,0,442,435,0,26,0
saxpy,4,128,24,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1742,3587,3608,3593,2.05913,1027,512,0,1024,512,512,512,12,0.0234375,12,6,0,713,36,0,34,0
saxpy,4,128,32,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1662,3587,3615,3595,2.15824,1027,512,0,1024,512,512,513,12,0.0233918,12,8,0,689,0,0,34,0
saxpy,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1662,3587,3615,3595,2.15824,1027,512,0,1024,512,512,513,12,0.0233918,12,8,0,689,0,0,34,0
saxpy,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1662,3587,3615,3595,2.15824,1027,512,0,1024,512,512,513,12,0.0233918,12,8,0,689,0,0,34,0
ilp_serial,4,128,4,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,3243,6002,6037,6005,1.85076,4002,0,0,0,0,2000,2000,12,0.006,12,3,0,0,3182,0,13,0
ilp_serial,4,128,8,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,3151,6002,6035,6004,1.90479,4002,0,0,0,0,2000,2000,12,0.006,12,2,0,195,2782,0,17,0
ilp_serial,4,128,12,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,3925,6002,6046,6014,1.52917,4002,0,0,0,0,2000,2000,12,0.006,12,12,0,13,3836,0,21,0
ilp_serial,4,128,16,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,3115,6002,6047,6016,1.92681,4002,0,0,0,0,2000,2004,12,0.00598802,12,14,0,223,2672,0,25,0
ilp_serial,4,128,24,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4003,6002,6058,6026,1.49938,4002,0,0,0,0,2000,2000,12,0.006,12,24,0,34,3876,0,33,0
ilp_serial,4,128,32,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,3094,6002,6040,6008,1.93988,4002,0,0,0,0,2000,2002,12,0.00599401,12,6,0,207,2669,0,41,0
ilp_serial,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4013,6002,6082,6050,1.49564,4002,0,0,0,0,2000,2000,12,0.006,12,48,0,14,3888,0,56,0
ilp_serial,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,3165,6002,6037,6005,1.89637,4002,0,0,0,0,2000,2001,12,0.005997,12,3,0,1600,1161,0,56,0
ilp_parallel,4,128,4,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1542,3002,3038,3006,1.94682,2502,0,0,0,0,500,500,12,0.024,12,4,0,0,1467,0,13,0
